DOM,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,onFloor,totalFloor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,district_name,Lng_transed,Lat_transed,year,month
31,1500,90145,166.4,3,2,1,2,1,10,4,2008,3,6,1,1,Chaoyang,116.3642028,40.00911159,2017,5
222,380,46569,81.6,2,1,1,1,2,19,3,2013,3,6,0.25,0,Fengtai,116.2229152,39.87495181,2017,11
3,1250,56067,222.95,3,2,1,3,2,12,3,2004,1,2,0.5,1,Dongcheng,116.4182499,39.92237073,2017,4
171,469,50627,92.64,3,1,1,1,3,6,4,1995,3,2,0.5,0,Shijingshan,116.2139623,39.90022576,2017,10
197,358,39965,89.58,2,1,1,1,2,6,4,2001,1,2,0.5,0,Changping,116.4266787,40.06473297,2017,11
125,358,69583,51.45,1,0,1,1,3,21,3,2012,4,6,0.333,1,Chaoyang,116.4636443,39.86868185,2017,8
238,315,45679,68.96,1,1,1,1,1,22,1,2000,3,6,0.167,1,Chaoyang,116.4606223,39.86839139,2017,12
35,420,70352,59.7,2,1,1,1,2,18,1,1993,4,6,0.25,1,Fengtai,116.3512449,39.86330839,2017,5
36,625,71831,87.01,2,1,1,1,2,11,4,2001,4,6,1,1,Haidian,116.3134869,40.0394598,2017,5
24,453,55933,80.99,2,1,1,1,3,6,4,1999,1,2,0.5,0,Changping,116.315334,40.07156225,2017,5
4,655,101143,64.76,1,1,1,1,2,16,1,2002,3,6,0.25,1,Dongcheng,116.4260503,39.89293406,2017,4
191,608,69091,88,2,1,1,1,1,7,4,1999,3,4,0.333,0,Chaoyang,116.4412628,39.89662976,2017,10
60,613,73221,83.72,2,1,1,1,4,18,4,2001,3,6,0.667,1,Haidian,116.3134869,40.0394598,2017,6
215,545,82915,65.73,2,1,1,1,2,6,1,1995,1,2,0.071,0,Dongcheng,116.4225219,39.8977683,2017,11
18,410,53323,76.89,2,1,1,1,1,28,1,2009,3,6,0.25,1,Chaoyang,116.44473,39.86935414,2017,5
176,315,69660,45.22,1,1,1,1,1,16,1,1985,4,6,0.222,1,Chaoyang,116.4510011,39.95273295,2017,10
129,755,120608,62.6,2,1,1,1,2,24,1,1990,4,2,0.25,1,Xicheng,116.3790546,39.97113386,2017,8
26,316,67594,46.75,2,0,1,1,4,5,4,1980,1,2,0.333,0,Chaoyang,116.4436843,39.87166482,2017,5
135,605,73691,82.1,2,2,1,1,2,6,4,1998,4,2,0.5,0,Haidian,116.2479321,39.92038313,2017,9
14,353,56157,62.86,2,1,1,1,2,6,4,1993,4,2,0.333,0,Shijingshan,116.2211865,39.89810141,2017,5
127,398,44257,89.93,3,1,1,1,2,4,4,1964,3,4,0.333,0,Chaoyang,116.4824199,39.98517905,2017,8
81,843,95008,88.73,2,1,1,1,3,28,3,2012,4,6,0.5,1,Chaoyang,116.4634845,39.89084564,2017,7
100,367,49851,73.62,2,1,1,1,2,18,4,2009,3,6,0.667,1,Changping,116.2634351,40.16468121,2017,7
47,289,50881,56.8,1,1,1,1,2,6,4,2001,3,2,0.5,0,Tongzhou,116.6826432,39.92777647,2017,6
14,357.5,81603,43.81,1,1,1,1,2,20,1,1997,3,6,0.222,1,Chaoyang,116.409046,39.96378625,2017,5
11,550,65174,84.39,2,1,1,1,0,6,4,2007,4,6,0.5,0,Chaoyang,116.4009331,40.04711325,2017,5
17,839,94803,88.5,2,1,1,1,2,17,3,2009,4,6,0.25,1,Haidian,116.2723492,39.92695703,2017,5
6,834,144541,57.7,2,1,1,1,4,6,4,1991,3,2,0.5,0,Xicheng,116.3747557,39.92832658,2017,4
33,388,52797,73.49,2,1,1,1,2,6,4,2004,4,2,0.5,0,Shunyi,116.5286708,40.0959337,2017,5
76,428,63436,67.47,1,2,1,1,3,25,1,2000,4,6,0.2,1,Chaoyang,116.3947234,40.00329966,2017,7
82,391,70591,55.39,2,1,1,1,1,6,4,1980,4,6,0.333,0,Chaoyang,116.465225,39.92529638,2017,7
16,518,67802,76.4,2,1,1,1,2,25,1,2001,3,6,0.3,1,Fengtai,116.302716,39.85837464,2017,5
48,538,67419,79.8,3,1,1,1,2,6,4,1996,1,2,0.5,0,Haidian,116.3543735,40.03300298,2017,6
61,610,60069,101.55,2,1,1,1,3,22,1,2000,3,6,0.333,1,Fengtai,116.2838211,39.86255369,2017,6
43,515,41823,123.14,2,1,1,2,3,10,4,2008,4,6,0.5,1,Changping,116.419969,40.0700965,2017,6
62,960,81730,117.46,3,1,1,2,2,22,1,2000,4,6,0.25,1,Xicheng,116.361546,39.887108,2017,6
96,528,50114,105.36,2,2,1,1,3,24,1,2000,3,6,0.375,1,Fengtai,116.4367001,39.85651388,2017,7
65,418.2,68795,60.79,2,1,1,1,1,7,4,1995,3,2,0.333,0,Chaoyang,116.4179553,39.99599294,2017,6
60,456,66203,68.88,1,1,1,1,3,26,1,2000,3,6,0.3,1,Chaoyang,116.5012556,39.92355675,2017,6
12,305,68157,44.75,1,1,1,1,2,6,4,1995,3,2,0.333,0,Changping,116.4057437,40.05319008,2017,5
15,330,80098,41.2,2,1,1,2,2,16,1,2013,4,6,0.2,1,Daxing,116.3042166,39.76096319,2017,5
57,362,42704,84.77,2,1,1,1,2,20,4,2014,4,6,0.25,0,Fangshan,116.2091449,39.80046923,2017,6
1,1090,79638,136.87,2,1,1,2,2,18,3,2003,1,6,0.5,1,Chaoyang,116.469046,39.99377222,2017,4
157,405,70509,57.44,1,0,1,1,1,21,1,2005,4,6,0.222,1,Xicheng,116.3401661,39.87547379,2017,9
15,1030,113913,90.42,3,1,1,1,3,18,1,2000,3,6,0.167,1,Haidian,116.3309112,39.98991376,2017,5
224,575,67095,85.7,2,1,1,1,3,28,1,2006,4,6,0.333,1,Chaoyang,116.4810823,39.89815943,2017,12
16,301,80160,37.55,1,1,1,1,2,6,4,1989,3,6,0.333,0,Chaoyang,116.4637342,39.88173303,2017,5
66,480,46225,103.84,2,1,1,1,3,23,3,2008,4,6,0.286,1,Changping,116.3241517,40.05524365,2017,6
3,290,53280,54.43,2,1,1,1,2,4,4,1993,4,2,0.5,0,Chaoyang,116.5986631,39.88887924,2017,4
14,675,121491,55.56,2,1,1,1,1,6,4,1990,3,2,0.333,0,Dongcheng,116.4207258,39.95100305,2017,5
1,339,55248,61.36,1,1,2,3,2,21,3,2011,1,6,0.167,0,Chaoyang,116.5427693,39.95027738,2017,4
5,225,36087,62.35,2,1,1,1,3,6,4,1988,3,2,0.333,0,Changping,116.2266973,40.21522295,2017,4
149,1000,90310,110.73,3,1,1,1,1,25,1,2002,3,6,0.25,1,Haidian,116.3550609,39.95235108,2017,9
95,325,44333,73.31,2,1,1,1,4,18,4,2014,4,6,0.5,1,Daxing,116.3169433,39.67529915,2017,7
15,355,66767,53.17,1,1,1,1,2,17,4,2006,3,6,0.5,1,Shijingshan,116.2207129,39.88975478,2017,5
3,540,77833,69.38,3,1,1,1,1,6,4,1998,1,2,0.333,0,Haidian,116.3314411,40.03233372,2017,4
38,126.5,37920,33.36,1,0,1,1,1,23,1,2008,1,6,0.211,1,Daxing,116.49578,39.80025737,2017,5
2,355,73959,48,1,1,1,1,2,6,4,1989,1,2,0.5,0,Chaoyang,116.4707017,39.9820061,2017,4
2,605,66778,90.6,3,2,1,1,1,24,3,2010,1,6,0.5,1,Daxing,116.3227667,39.77387237,2017,4
138,530,43440,122.01,3,1,1,2,3,15,3,2005,3,6,0.333,1,Chaoyang,116.5571624,39.90413133,2017,9
179,340,59870,56.79,2,1,1,1,3,11,4,2002,4,6,0.25,1,Chaoyang,116.5800846,39.91982728,2017,10
18,500,81025,61.71,2,1,1,2,0,6,4,1975,3,2,0.333,0,Chaoyang,116.4210758,39.95948881,2017,5
237,1780,90826,195.98,4,2,1,3,2,14,3,2000,4,6,0.667,1,Haidian,116.3527454,39.94427206,2017,12
27,329,62193,52.9,1,0,1,1,4,23,1,2008,4,6,0.214,1,Fengtai,116.2792828,39.83734081,2017,5
47,378,44072,85.77,2,1,1,1,2,16,4,2014,4,6,0.667,1,Shunyi,116.6576002,40.18290047,2017,6
87,670,88978,75.3,3,1,1,1,2,20,1,1991,3,6,0.2,1,Haidian,116.2974372,39.95840495,2017,7
23,367,69521,52.79,2,1,1,1,4,6,4,1979,3,2,0.333,0,Chaoyang,116.4454852,39.88114937,2017,5
16,396,48805,81.14,2,2,1,1,1,6,4,2000,3,2,0.5,0,Tongzhou,116.6548545,39.87795403,2017,5
55,383,65673,58.32,1,1,1,1,1,9,4,1997,4,6,0.5,0,Chaoyang,116.3988177,40.00626076,2017,6
84,395,62580,63.12,2,1,1,1,1,12,3,1997,4,6,0.154,1,Fengtai,116.3819428,39.85370388,2017,7
7,663,82085,80.77,2,1,1,1,3,12,3,2009,3,6,0.25,1,Dongcheng,116.3992175,39.86162068,2017,4
61,505,56513,89.36,2,1,1,1,3,21,3,2011,4,6,0.5,1,Changping,116.3312039,40.07144776,2017,6
14,710,119549,59.39,2,1,1,1,3,16,1,1993,1,6,0.286,1,Dongcheng,116.4207258,39.95100305,2017,5
26,388.4,69000,56.29,2,1,1,1,2,5,4,1979,3,2,0.333,0,Chaoyang,116.4524046,39.88543339,2017,5
70,450,47878,93.99,2,1,1,1,2,11,4,2007,4,6,0.5,1,Changping,116.3241517,40.05524365,2017,7
49,430,55044,78.12,2,1,1,1,1,6,4,2001,3,2,0.25,0,Tongzhou,116.6917117,39.91792419,2017,6
203,517,58339,88.62,2,2,1,1,1,20,3,2009,4,6,0.5,1,Haidian,116.3735692,40.06198624,2017,11
173,528,64320,82.09,2,1,1,1,4,13,4,2003,4,6,0.5,1,Haidian,116.352739,40.02899217,2017,10
70,242,52291,46.28,1,1,1,1,2,5,4,1995,3,2,0.333,0,Daxing,116.3213184,39.75038458,2017,7
180,580,51805,111.96,2,1,1,1,2,22,1,2007,4,6,0.2,1,Chaoyang,116.5824223,39.92130096,2017,10
218,368,43092,85.4,2,1,1,1,4,6,4,2000,4,2,0.5,0,Chaoyang,116.5765189,39.91545364,2017,11
67,468,70123,66.74,2,1,1,1,2,14,3,1987,3,6,0.286,1,Chaoyang,116.4252409,39.95258459,2017,6
22,448,68283,65.61,2,1,1,1,4,6,4,1994,4,2,0.5,0,Chaoyang,116.4682756,39.87935967,2017,5
29,670,50259,133.31,3,2,1,2,1,10,4,2009,4,6,0.5,1,Changping,116.3738606,40.07892292,2017,5
23,506.6,59572,85.04,2,1,1,1,2,24,3,2013,4,6,0.5,1,Daxing,116.3227667,39.77387237,2017,5
3,485.5,54705,88.75,2,1,1,1,1,29,1,2010,4,6,0.333,1,Chaoyang,116.6000431,39.92816291,2017,4
150,464,72162,64.3,2,1,1,1,4,6,4,1996,3,2,0.5,0,Haidian,116.27531,39.92433002,2017,9
224,1058,68144,155.26,3,2,1,2,3,24,1,2005,3,6,0.5,1,Chaoyang,116.408038,40.00715539,2017,12
88,325,53925,60.27,1,1,1,1,0,18,4,2008,3,6,1,1,Haidian,116.3647159,40.06555113,2017,7
18,510,52158,97.78,2,1,1,1,1,14,4,2010,4,6,0.5,1,Tongzhou,116.6775187,39.86371299,2017,5
28,400,46233,86.52,2,1,1,1,0,30,4,2014,4,6,0.5,1,Daxing,116.3154616,39.66962877,2017,5
7,267,90910,29.37,1,0,1,1,3,23,1,2005,4,6,0.12,1,Fengtai,116.4165932,39.86493307,2017,4
82,429,96928,44.26,1,1,1,1,2,6,4,1990,3,2,0.059,0,Xicheng,116.3644507,39.87997013,2017,7
77,377,66409,56.77,2,1,1,1,0,14,3,1983,3,6,0.286,1,Fengtai,116.3078965,39.88288263,2017,7
10,420,46923,89.51,2,1,1,1,2,21,3,2009,3,6,0.5,1,Changping,116.3521984,40.06620479,2017,5
88,2600,134688,193.04,4,2,1,2,4,13,4,2003,4,6,0.5,1,Xicheng,116.3541962,39.89514133,2017,7
79,420,48578,86.46,2,1,1,1,1,22,1,2005,4,6,0.25,1,Chaoyang,116.6004522,39.89803366,2017,7
4,850,119383,71.2,3,1,1,1,2,6,4,1984,2,2,0.5,0,Xicheng,116.3329834,39.93213452,2017,4
3,600,55331,108.44,2,2,1,2,1,25,1,2002,3,6,0.333,1,Chaoyang,116.4845259,39.9786992,2017,4
6,650,81823,79.44,3,1,1,1,2,6,4,1988,1,2,0.333,0,Chaoyang,116.4332825,39.95692333,2017,4
55,438.8,53182,82.51,2,1,1,1,4,6,4,2003,4,2,0.5,0,Changping,116.3301622,40.08617987,2017,6
154,259,66089,39.19,1,0,1,1,4,6,4,1991,3,2,0.04,0,Chaoyang,116.4648736,39.94672856,2017,9
23,322,52197,61.69,2,1,1,1,2,18,4,2009,4,6,0.333,1,Changping,116.2525742,40.15869014,2017,5
26,289,53718,53.8,1,1,1,1,2,17,4,2009,1,6,0.5,1,Tongzhou,116.5305948,39.7417776,2017,5
104,345,41768,82.6,2,2,1,1,2,7,4,1996,3,2,0.5,0,Daxing,116.3317928,39.77317257,2017,8
5,528,98655,53.52,3,1,1,1,0,6,4,1982,4,2,0.333,0,Xicheng,116.3402977,39.87281664,2017,4
78,505,82774,61.01,2,1,1,1,3,6,4,1994,3,2,0.5,0,Chaoyang,116.3792456,39.99616424,2017,7
56,346,78924,43.84,1,1,1,1,2,18,1,1989,4,6,0.286,1,Chaoyang,116.4337731,39.95211667,2017,6
103,1150,71625,160.56,3,1,1,2,3,23,1,1997,4,6,0.042,0,Dongcheng,116.4219557,39.90620057,2017,8
134,171,44520,38.41,1,1,1,1,4,5,4,2003,3,6,0.02,0,Changping,116.2209565,40.22485387,2017,9
90,275,40382,68.1,2,1,1,1,3,22,1,2010,4,6,0.2,1,Chaoyang,116.5730213,39.90520679,2017,7
51,950,45908,206.94,3,1,1,3,2,33,1,2001,4,6,0.375,1,Chaoyang,116.4559738,39.86744391,2017,6
150,1260,95672,131.7,3,2,1,2,2,15,4,2006,4,6,0.5,1,Chaoyang,116.3613844,40.01539116,2017,9
104,610,88987,68.55,2,1,1,1,3,6,4,2004,1,2,0.5,0,Xicheng,116.359246,39.88294736,2017,8
7,515,128847,39.97,1,1,1,1,3,20,1,1994,3,6,0.25,1,Dongcheng,116.4053524,39.94911714,2017,4
93,556,25520,217.87,3,3,1,4,3,7,4,2001,4,2,0.5,0,Changping,116.4332305,40.06235884,2017,7
91,397,46217,85.9,2,1,1,1,4,6,4,2004,4,4,0.5,0,Chaoyang,116.5688894,39.90390223,2017,7
6,595,95246,62.47,3,1,1,1,2,5,4,1974,4,2,0.333,0,Chaoyang,116.4386302,39.93594996,2017,4
21,1948,110406,176.44,3,2,1,2,3,21,4,2009,4,6,1,1,Chaoyang,116.4532339,40.00466989,2017,5
103,1315,103089,127.56,3,1,1,2,0,5,4,1999,4,6,0.5,0,Chaoyang,116.4600196,39.98868734,2017,8
48,780,66833,116.71,3,2,1,1,2,16,4,2010,4,6,1,1,Chaoyang,116.59308,39.92739466,2017,6
55,870,96732,89.94,2,1,1,1,2,28,3,2011,4,6,0.5,1,Chaoyang,116.4634845,39.89084564,2017,6
15,435,75864,57.34,2,1,1,1,2,6,4,2000,3,2,0.333,0,Haidian,116.3501227,40.03176206,2017,5
20,526,49745,105.74,3,1,1,1,1,14,4,2004,1,2,0.667,1,Shunyi,116.642386,40.1183764,2017,5
22,492,96794,50.83,1,1,1,1,3,18,1,1994,1,6,0.25,1,Xicheng,116.33126,39.88940845,2017,5
29,730,87154,83.76,3,1,1,1,2,22,1,1998,4,6,0.143,1,Haidian,116.3017983,39.96503018,2017,5
31,330,114385,28.85,1,0,1,1,2,20,1,2004,4,6,0.103,1,Xicheng,116.3304697,39.89354388,2017,5
39,835,94138,88.7,3,1,1,1,2,18,1,1984,3,6,0.333,1,Haidian,116.3470571,39.95517384,2017,6
87,530,76281,69.48,1,1,1,1,1,12,4,2010,3,6,0.333,1,Fengtai,116.3764829,39.8432503,2017,7
47,600,68361,87.77,2,1,1,1,3,27,3,2007,4,6,0.4,1,Chaoyang,116.5094566,39.93253065,2017,6
41,330,58284,56.62,2,1,1,1,3,6,4,1988,4,2,0.5,0,Chaoyang,116.4964826,39.98784547,2017,6
21,700,146444,47.8,2,1,1,1,2,5,4,1977,3,2,0.333,0,Xicheng,116.3656717,39.95163433,2017,5
3,367.6,85489,43,2,1,1,1,3,6,4,1993,3,2,0.333,0,Haidian,116.3203151,40.03016888,2017,4
104,330,42675,77.33,2,1,1,1,2,6,4,1999,3,2,0.5,0,Tongzhou,116.6826432,39.92777647,2017,8
129,270,67568,39.96,1,1,1,1,2,6,4,1990,4,2,0.333,0,Fengtai,116.3122249,39.88429316,2017,8
9,443,88583,50.01,1,1,1,1,1,6,4,1993,4,2,0.333,0,Chaoyang,116.4077931,39.99535735,2017,5
3,396,47711,83,3,1,1,1,2,6,4,1994,3,4,0.333,0,Chaoyang,116.5876443,40.05075988,2017,4
27,723,88962,81.27,3,1,1,1,2,19,1,1994,3,6,0.2,1,Chaoyang,116.4327034,39.92535865,2017,5
75,611,118023,51.77,1,1,1,1,3,6,4,2003,3,6,0.333,0,Xicheng,116.3743679,39.95159352,2017,7
174,533,34110,156.26,3,2,1,2,1,6,4,2004,3,2,0.5,1,Shunyi,116.5468809,40.10688625,2017,10
13,640,103226,62,2,1,1,1,2,6,4,1993,1,2,0.333,0,Haidian,116.369892,39.97618871,2017,5
6,336,80000,42,1,1,1,1,4,6,4,1987,4,2,0.5,0,Chaoyang,116.4443859,39.95771352,2017,5
170,550.5,61262,89.86,3,1,1,1,3,27,1,2010,4,6,0.5,1,Tongzhou,116.6766614,39.9244086,2017,10
5,698,63225,110.4,2,1,1,1,4,21,3,2004,4,6,0.286,1,Chaoyang,116.5061133,39.91651044,2017,4
17,545,57063,95.51,2,2,1,1,1,18,3,2016,2,6,0.25,0,Changping,116.3548034,40.07526249,2017,5
21,405,55013,73.62,1,1,1,1,3,18,3,2005,4,6,0.5,1,Fengtai,116.265486,39.89160839,2017,5
233,685,93580,73.2,3,1,1,1,0,6,4,1992,4,2,0.333,0,Xicheng,116.3385654,39.92419756,2017,12
189,328,59485,55.14,1,0,1,1,1,14,3,2004,4,6,0.095,1,Chaoyang,116.4669675,39.98633632,2017,10
206,660,72464,91.08,3,1,1,1,2,7,4,1998,3,2,0.333,0,Haidian,116.2716373,39.92857015,2017,11
54,450,67864,66.31,1,1,1,1,2,24,1,1999,4,6,0.25,1,Chaoyang,116.4594074,40.01053004,2017,6
100,430,51826,82.97,2,1,1,1,3,28,1,2009,4,6,0.375,1,Chaoyang,116.5005153,39.85678444,2017,8
90,555,102588,54.1,1,1,1,1,3,10,3,1998,3,6,0.118,1,Xicheng,116.359697,39.93711345,2017,7
38,295,76071,38.78,1,1,1,1,0,9,3,1994,3,6,0.1,0,Chaoyang,116.4335891,39.95081788,2017,6
29,868,79919,108.61,2,2,1,1,2,9,4,2012,4,6,0.333,1,Haidian,116.3190415,40.04459648,2017,5
5,615,73154,84.07,2,1,1,1,3,18,1,1997,4,6,0.2,1,Chaoyang,116.4653311,39.93141639,2017,4
49,270,72000,37.5,1,1,1,1,3,15,1,1980,2,6,0.2,1,Fengtai,116.4151296,39.86300545,2017,6
99,433,44876,96.49,4,1,1,2,2,29,4,2014,4,6,0.5,1,Daxing,116.3154616,39.66962877,2017,8
81,415,105250,39.43,1,1,1,1,4,7,4,1990,3,2,0.125,0,Dongcheng,116.4315401,39.93098033,2017,7
18,895,79176,113.04,3,2,1,2,1,14,3,2005,1,6,0.25,1,Chaoyang,116.3661661,40.00762023,2017,5
2,274,19596,139.83,3,2,1,2,2,27,3,2006,1,6,0.5,1,Chaoyang,116.5065202,39.93208717,2017,4
128,560,53354,104.96,2,2,1,1,3,19,1,1998,3,6,0.25,1,Chaoyang,116.4513716,39.87822907,2017,8
108,600,55392,108.32,3,1,1,2,0,3,4,1995,4,2,1,0,Shunyi,116.5477717,40.10302364,2017,8
5,460,93383,49.26,1,1,1,1,3,6,4,1994,4,2,0.2,0,Haidian,116.3596446,39.95166012,2017,4
27,500,86581,57.75,1,0,1,1,1,24,1,2004,4,6,0.2,1,Xicheng,116.3321981,39.88475242,2017,5
22,286,63854,44.79,1,0,1,1,4,15,1,2007,4,6,0.429,1,Chaoyang,116.582497,39.90395473,2017,5
30,1290,78296,164.76,3,2,1,2,2,25,1,2003,3,6,0.5,1,Dongcheng,116.4289847,39.9388762,2017,5
181,361,37332,96.7,2,1,1,1,2,32,1,2002,4,2,0.375,1,Changping,116.4266787,40.06473297,2017,10
15,510,107846,47.29,1,1,1,1,2,6,1,1990,3,2,0.028,0,Dongcheng,116.4270114,39.89811922,2017,5
8,752,88889,84.6,2,1,1,1,4,5,4,1976,3,2,0.25,0,Xicheng,116.3467993,39.91990441,2017,5
221,740,68015,108.8,2,2,1,1,2,10,4,2003,4,6,0.333,1,Fengtai,116.3604737,39.83439617,2017,12
38,460,57479,80.03,1,1,1,1,3,16,1,2005,3,6,0.25,1,Chaoyang,116.4085564,40.03897272,2017,6
11,319,44183,72.2,1,2,1,1,4,6,4,2002,4,2,0.5,0,Daxing,116.4304129,39.78083649,2017,5
216,795,48747,163.09,3,2,1,2,3,18,4,2008,4,6,1,1,Chaoyang,116.5564141,39.84622237,2017,11
9,592,96543,61.32,1,1,1,1,1,18,3,2008,4,6,0.5,1,Fengtai,116.3350714,39.86982093,2017,5
110,370,61432,60.23,2,1,1,1,3,6,4,1981,4,4,0.333,0,Chaoyang,116.4644252,39.98794942,2017,8
35,490,54976,89.13,2,1,1,1,2,34,4,2013,4,6,0.5,1,Daxing,116.3256466,39.75333878,2017,5
46,490,53729,91.2,2,2,1,1,4,6,4,2004,4,2,0.5,0,Chaoyang,116.5486428,39.94915147,2017,6
8,1400,93086,150.4,3,2,1,2,3,28,4,2002,1,6,0.5,1,Chaoyang,116.443998,39.96685104,2017,5
196,965,72875,132.42,4,2,1,2,2,6,4,1996,3,2,0.5,0,Haidian,116.27531,39.92433002,2017,11
60,360,47601,75.63,2,1,1,1,1,17,4,2012,4,6,0.5,1,Fangshan,116.1797896,39.77149489,2017,6
208,665,99671,66.72,3,1,1,1,0,6,4,1986,4,2,0.5,0,Dongcheng,116.4207574,39.9368044,2017,11
127,425,75758,56.1,2,1,1,1,4,6,4,1996,3,2,0.5,0,Haidian,116.2790002,39.92977031,2017,8
20,292,61294,47.64,1,1,1,1,2,6,4,1991,3,2,0.5,0,Tongzhou,116.6759956,39.89222221,2017,5
168,539,91683,58.79,1,1,1,1,2,18,3,2005,4,6,0.4,1,Chaoyang,116.442299,39.97104196,2017,10
87,458,51380,89.14,2,1,1,1,1,22,3,2011,4,6,0.5,1,Fengtai,116.2483215,39.86597686,2017,7
54,398,52556,75.73,1,1,1,1,4,8,4,2007,4,6,0.5,1,Changping,116.3174858,40.06715093,2017,6
46,786,145556,54,2,1,1,1,2,6,4,1980,4,2,0.333,0,Xicheng,116.3836023,39.94548296,2017,6
151,550,67785,81.14,6,1,2,2,4,20,3,2008,4,6,0.5,1,Changping,116.4003543,40.05447873,2017,9
7,355,48254,73.57,2,1,1,1,0,6,4,1998,2,2,0.5,0,Tongzhou,116.6245671,39.91150462,2017,5
47,455,50624,89.88,2,1,1,1,3,6,4,2010,4,6,0.5,1,Daxing,116.5150008,39.8224622,2017,6
10,990,140227,70.6,2,1,1,1,2,6,4,1999,4,4,0.5,0,Xicheng,116.3801393,39.96045557,2017,5
146,511.8,48944,104.57,2,1,1,1,2,11,3,2000,4,2,0.5,1,Daxing,116.4862643,39.79980749,2017,9
123,455,44872,101.4,2,1,1,1,2,10,3,2006,4,6,0.333,1,Tongzhou,116.6733723,39.88731299,2017,8
156,545,51975,104.86,2,1,1,1,4,30,1,2003,3,6,0.3,1,Fengtai,116.285032,39.83237124,2017,9
53,367,56847,64.56,1,1,1,1,1,18,4,2008,3,6,1,1,Haidian,116.3647159,40.06555113,2017,6
145,565,64876,87.09,2,2,1,1,1,27,3,2007,3,6,0.333,1,Chaoyang,116.5094566,39.93253065,2017,9
74,896,124966,71.7,3,1,1,1,2,5,4,1984,3,2,0.5,0,Xicheng,116.3707356,39.95993699,2017,7
4,735,126507,58.1,2,1,1,1,2,7,4,1991,3,2,0.5,0,Xicheng,116.3580777,39.94198508,2017,4
8,668,127408,52.43,1,1,1,1,1,6,4,2003,3,6,0.25,0,Dongcheng,116.4210299,39.91941818,2017,5
114,415,78988,52.54,1,1,1,1,2,6,4,1998,3,2,0.5,0,Haidian,116.2862878,39.92700424,2017,8
101,595,44903,132.51,3,2,1,2,2,10,4,2009,4,6,0.5,1,Changping,116.3738606,40.07892292,2017,8
24,470,109762,42.82,1,1,1,1,1,6,4,1984,4,2,0.333,0,Dongcheng,116.4374691,39.93902572,2017,5
26,828,58134,142.43,3,1,1,2,2,6,4,2008,4,6,0.5,1,Chaoyang,116.5940485,39.8991521,2017,5
38,700,86828,80.62,2,1,1,1,1,18,1,1999,4,6,0.25,1,Haidian,116.3673245,39.97983089,2017,6
202,1098,72166,152.15,3,1,1,2,3,24,1,1999,4,6,0.25,1,Xicheng,116.3591302,39.86967447,2017,11
67,330,62858,52.5,2,1,1,1,2,12,3,1985,3,6,0.667,1,Fengtai,116.412402,39.86892249,2017,7
49,120,36486,32.89,1,0,1,1,2,21,1,2008,3,6,0.2,1,Daxing,116.49578,39.80025737,2017,6
168,447,81155,55.08,1,1,1,1,2,21,3,2006,4,6,0.286,1,Chaoyang,116.4585943,39.89363593,2017,10
34,793,134635,58.9,2,1,1,1,1,6,4,1995,3,2,0.333,0,Xicheng,116.3704796,39.9643279,2017,5
27,533,61075,87.27,2,1,1,1,2,17,3,2011,4,6,0.667,1,Chaoyang,116.5905604,39.90223279,2017,5
6,463.5,55061,84.18,2,1,1,1,2,10,4,2013,4,6,0.333,1,Changping,116.3736696,40.07637819,2017,5
16,407,105605,38.54,1,0,1,1,2,18,3,2005,1,6,0.2,1,Chaoyang,116.4450197,39.96992677,2017,5
6,585,87379,66.95,2,1,1,1,2,20,1,2000,4,6,0.2,1,Chaoyang,116.4179077,39.9965121,2017,5
104,1350,106813,126.39,3,2,1,2,2,28,4,2012,4,6,0.5,1,Chaoyang,116.4585848,40.0053158,2017,8
33,285,46455,61.35,3,1,1,1,2,6,4,1998,3,2,0.333,0,Changping,116.2363968,40.21095767,2017,5
4,260,49553,52.47,2,1,1,1,2,6,4,1983,4,2,0.5,0,Chaoyang,116.571135,39.89367119,2017,4
103,328,53983,60.76,2,1,1,1,2,5,4,1987,3,2,0.333,0,Chaoyang,116.5515067,39.91687084,2017,8
3,535,95673,55.92,2,1,1,1,4,6,4,1992,3,2,0.5,0,Haidian,116.2862878,39.92700424,2017,4
4,630,71681,87.89,3,1,1,2,1,9,4,2012,4,6,0.333,1,Tongzhou,116.6766614,39.9244086,2017,4
40,361,52956,68.17,2,1,1,1,3,6,4,1984,4,6,0.2,0,Chaoyang,116.5038677,39.86580514,2017,6
13,130,24673,52.69,2,1,1,1,2,5,4,1975,4,2,0.25,0,Chaoyang,116.4405585,39.9186466,2017,5
97,810,66612,121.6,3,1,1,2,3,14,4,2006,4,6,1,1,Chaoyang,116.5096718,39.91991834,2017,8
34,480,43085,111.41,3,2,1,1,1,11,3,2005,3,6,0.333,1,Tongzhou,116.6432935,39.87652619,2017,5
31,430,52697,81.6,2,1,1,1,2,19,3,2013,4,6,0.25,0,Fengtai,116.2229152,39.87495181,2017,5
60,357,53977,66.14,2,1,1,1,2,12,1,2003,3,6,0.2,1,Chaoyang,116.5442348,39.94492191,2017,6
45,1160,110393,105.08,2,2,1,1,2,14,1,1999,1,6,0.125,1,Xicheng,116.3603668,39.89389165,2017,6
2,525,50221,104.54,3,1,1,1,2,20,4,2009,4,6,0.667,1,Shunyi,116.6560286,40.13558821,2017,4
